0,610,760,910,1060,1210,1360,1510,1660,1810,1960,2110,2260,2410,2560,2710,2860,3010,3160,3310,3460,3610,3760,3910,4060,4210,4360,4510,4660,4810,4960,5110,5260
0,46,53,59,66,72,78,85,91,98,104,110,117,123,130,136,142,149,155,162,168,174,181,187,194,200,206,213,219,226,232,238,245
