0,610,760,910,1060,1210,1360,1510,1660,1810,1960,2110,2260,2410,2560,2710,2860,3010,3160,3310,3460,3610,3760,3910,4060,4210,4360,4510,4660,4810,4960,5110,5260
0,57,65,74,82,90,99,107,115,123,132,140,148,157,165,173,182,190,198,206,215,223,231,240,248,256,265,273,281,290,298,306,314
