0,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500
900,285,316,343,403,437,460,483,0,0,0
1200,290,323,352,413,448,471,494,0,0,0
1500,295,329,360,423,459,482,506,0,0,0
1800,300,335,368,433,471,494,517,0,0,0
2100,305,341,376,444,482,505,528,0,0,0
2400,310,347,384,454,493,516,540,0,0,0
2700,315,353,392,464,505,527,551,0,0,0
3000,320,359,400,474,516,539,562,0,0,0
3300,325,365,408,485,527,550,573,0,0,0
3600,330,371,417,495,538,561,585,0,0,0
3900,335,377,425,505,550,573,596,0,0,0
