0;0
900;2,17
1050;2,32
1200;2,46
1350;2,61
1500;2,75
1650;2,9
1800;3,04
1950;3,18
2100;3,33
2250;3,47
2400;3,62
2550;3,76
2700;3,9
2850;4,05
3000;4,19
