0,610,760,910,1060,1210,1360,1510,1660,1810,1960,2110,2260,2410,2560,2710,2860,3010,3160,3310,3460,3610,3760,3910,4060,4210,4360,4510,4660,4810,4960,5110,5260
0,31,36,42,47,52,58,63,68,74,79,85,90,95,101,106,111,117,122,127,133,138,143,149,154,159,165,170,175,181,186,191,197
